RecordNumber,take_type,sw_allo_block,WAP,WapRate,AllocatedRate,FromMonth,ToMonth,SD1,SD2,ConsentStatus,FromDate,ToDate
NCY870281B.1,Take Surface Water,A,,22.0,22.0,1,12,0.0,0.0,Terminated - Expired,1991-08-29,1992-04-30
MLB830075,Take Surface Water,A,,22.0,22.0,1,12,0.0,0.0,Terminated - Expired,1983-10-11,1993-10-11
NCY880061A.1,Take Surface Water,A,,22.0,22.0,1,12,0.0,0.0,Terminated - Expired,1992-04-28,1992-04-30
NCY870281B,Take Surface Water,A,,22.0,22.0,1,12,0.0,0.0,Terminated - Replaced,1988-10-07,1991-08-29
NCY800711,Take Surface Water,A,,22.0,22.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-28,2001-04-23
NCY880237,Take Surface Water,A,,21.0,21.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
CRC916666,Take Surface Water,A,,21.0,21.0,1,12,0.0,0.0,Terminated - Expired,1991-10-23,1999-04-30
CRC001293,Take Surface Water,A,,21.0,21.0,1,12,0.0,0.0,Terminated - Surrendered,2000-03-03,2005-03-16
NCY890447,Take Surface Water,A,,21.0,21.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1992-04-30
CRC890975,Take Surface Water,A,,21.0,21.0,1,12,0.0,0.0,Terminated - Expired,1990-10-05,1993-04-30
NCY800909,Take Surface Water,A,,21.0,21.0,1,12,0.0,0.0,Terminated - Expired,1969-03-21,2001-10-01
NCY880180,Take Surface Water,A,,21.0,21.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
CRC990761,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1998-12-04,2004-09-15
CRC980340,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1997-11-03,2000-03-10
CRC961882,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1996-05-31,1997-08-04
CRC981418,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1999-02-11,2002-08-22
WTK864371A.1,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1993-12-17,1996-06-30
NCY890549,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1989-09-01,1900-01-01
CRC962385,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Replaced,1996-07-22,1996-10-17
CRC972716,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1997-11-17,2004-01-30
WTK888062,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1989-04-14,1999-01-01
WTK864371A,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Replaced,1986-05-19,1993-12-17
CRC916350,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1992-03-06,1998-12-09
WTK836281,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Replaced,1983-11-28,1991-12-18
CRC960260,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Lapsed,1995-11-02,1997-10-26
CRC962385.1,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1996-10-17,2004-05-18
WTK864371B.1,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1993-12-17,1996-06-30
CRC971259,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1997-09-29,2002-03-19
NCY880375,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
CRC916820,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1992-09-24,1999-04-30
WTK864371B,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Replaced,1986-05-19,1993-12-17
WTK861751,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1986-06-30,1996-01-23
NCY880453,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
NCY880431,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1988-09-02,1991-04-30
NCY890325,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1989-07-07,1991-04-30
CRC917031,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1991-12-20,1992-12-01
WTK836281.1,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1991-12-18,1992-06-16
CRC890675B.1,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1991-12-23,1999-04-30
CRC890675B,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Replaced,1991-12-23,1991-12-23
SCY770122,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Surrendered,1988-10-12,1997-04-29
SCY820039,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1986-12-11,1992-03-01
WTK691261B,Take Surface Water,In Waitaki,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1969-03-31,2001-10-01
CRC980186,Take Surface Water,A,,20.0,20.0,1,12,0.0,0.0,Terminated - Expired,1997-09-18,1998-09-17
CRC916216,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1999-04-30
WTK864512,Take Surface Water,In Waitaki,,19.0,19.0,1,12,0.0,0.0,Terminated - Replaced,1986-05-20,1996-05-03
CRC916693,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1991-10-23,1999-12-01
WTK834741,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Replaced,1989-03-17,1993-08-13
CRC916109,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1996-04-30
WTK864512.1,Take Surface Water,In Waitaki,,19.0,19.0,1,12,0.0,0.0,Terminated - Replaced,1996-05-03,2000-08-25
CRC900030,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1993-04-30
NCY870279C.1,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1991-08-29,1992-04-30
CRC950356.2,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1999-11-24,2005-04-27
CRC921560,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1992-12-22,1995-06-01
SCY820153,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1986-11-11,1991-09-01
SCY808177,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1989-09-13,1999-12-01
NCY890650,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1992-04-30
NCY880264,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
NCY870279C,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Replaced,1988-10-07,1991-08-29
SCY790269,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1986-06-12,1991-06-01
NCY880847,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
NCY880396,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
NCY890301,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1989-07-07,1991-04-30
SCY830028,Take Surface Water,A,,19.0,19.0,1,12,0.0,0.0,Terminated - Expired,1988-02-10,1992-12-01
CRC921445,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Expired,1993-04-02,2001-10-01
NCY890540,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Expired,1989-09-01,1991-04-30
CRC890925,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1997-04-30
NCY880252B,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1997-04-30
CRC910021,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Replaced,1992-01-22,1994-10-20
WTK733241,Take Surface Water,In Waitaki,,18.0,18.0,1,12,0.0,0.0,Terminated - Expired,1973-12-31,1993-12-31
NCY880879,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
NCY880845,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Surrendered,1989-10-31,1900-01-01
NCY800649,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Expired,1969-03-21,2001-10-01
NCY790773,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Replaced,1970-03-19,1992-09-11
NCY850177,Take Surface Water,A,,18.0,18.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-20,2001-04-05
CRC000486.1,Take Surface Water,Opihi-BN,,17.0,17.0,1,12,0.0,0.0,Terminated - Lapsed,2001-03-30,2002-03-13
CRC951741,Take Surface Water,A,,17.0,17.0,1,12,0.0,0.0,Terminated - Surrendered,1995-05-16,1999-11-23
CRC921475C,Take Surface Water,A,,17.0,17.0,1,12,0.0,0.0,Terminated - Expired,1992-12-22,1995-06-01
CRC000486,Take Surface Water,A,,17.0,17.0,1,12,0.0,0.0,Terminated - Replaced,2000-03-13,2001-03-30
CRC905193A,Take Surface Water,A,,17.0,17.0,1,12,0.0,0.0,Terminated - Expired,1990-12-11,1992-12-01
CRC905193C,Take Surface Water,A,,17.0,17.0,1,12,0.0,0.0,Terminated - Expired,1990-12-11,1992-12-01
CRC916257,Take Surface Water,A,,16.0,16.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1995-08-01
NCY880316,Take Surface Water,A,,16.0,16.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
CRC915026,Take Surface Water,A,,16.0,16.0,1,12,0.0,0.0,Terminated - Surrendered,1991-04-19,1999-07-09
NCY800658,Take Surface Water,A,,15.8,15.8,1,12,0.0,0.0,Terminated - Replaced,1969-03-27,1999-06-14
MLB830103,Take Surface Water,A,,15.13,15.13,1,12,0.0,0.0,Terminated - Expired,1983-12-13,1993-12-13
CRC992596A,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,2001-10-30,2004-06-01
CRC992596B,Take Surface Water,B,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,2001-10-30,2004-01-30
WTK774871A,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1988-04-26,2004-10-20
NCY890386,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-10-06,1992-04-30
NCY880370,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
WTK802400,Take Surface Water,In Waitaki,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1981-07-13,1990-12-31
CRC900193,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1993-04-30
CRC920458,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1992-04-10,1996-12-01
NCY800927,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1969-03-31,2001-10-01
WTK691051B,Take Surface Water,In Waitaki,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-28,1992-09-30
CRC920582,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1992-06-25,1994-06-14
SCY780200,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1988-12-14,1998-12-01
CRC916817,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1993-09-23,2001-06-07
NCY880299,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
CRC920650,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1992-12-24,2002-09-11
CRC916331B,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-06,1993-05-24
NCY890049,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1989-04-07,1996-11-01
NCY880432,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1988-09-02,1991-04-30
NCY890155,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
NCY880230B,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1988-09-02,1991-04-30
NCY890119,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1989-04-07,1996-11-13
CRC900665,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1991-08-28,1995-04-30
NCY890064,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-03-03,1997-04-30
CRC922037,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1992-12-18,2002-10-21
NCY850307,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1985-10-01,1991-04-30
CRC921396,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1992-11-16,2000-06-01
NCY880029,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1988-05-06,1991-04-30
NCY890161,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
NCY880118,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
NCY880732,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-02-03,1991-04-30
NCY890482,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-09-01,1991-04-30
CRC890959,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,2001-04-30
NCY780095.1,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1998-11-06,2001-10-01
CRC930556,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1993-08-02,1996-04-30
NCY800561,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-31,1996-06-26
CRC961396,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1996-03-01,2004-05-28
CRC920161,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1992-05-22,1998-10-22
CRC961554,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1996-11-18,1998-11-02
NCY800561.1,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1996-06-26,2001-10-01
NCY800663.1,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1992-05-06,2001-10-01
CRC950462,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1994-12-19,1995-06-08
WTK691051A,Take Surface Water,In Waitaki,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-28,1992-09-30
CRC900684,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1991-08-28,1993-04-30
CRC920582.1,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1994-06-14,1996-04-30
CRC916331A,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-06,1993-05-24
NCY890027,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-03-03,1997-04-30
NCY780095,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-28,1998-11-06
CRC895092,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1990-04-06,1993-03-01
SCY820040,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1987-05-13,1992-03-01
CRC930587,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1993-08-02,1999-04-30
CRC940505B,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1993-12-03,2003-06-20
CRC890275B,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-11-21,1999-04-30
SCY800432,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,1989-10-11,1992-12-01
CRC922037.1,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Expired,2002-10-21,2003-05-01
CRC917327,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1992-03-26,1998-11-11
NCY800663,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-31,1992-05-06
SCY880052,Take Surface Water,A,,15.0,15.0,1,12,0.0,0.0,Terminated - Surrendered,1989-04-06,1993-11-11
CRC951673,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1995-04-27,1996-05-31
CRC980031,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1997-08-01,2001-04-24
WTK864701A,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1987-12-23,1992-02-03
NCY780081,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1970-03-01,2001-10-01
SCY700204,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1970-08-12,1995-12-05
NCY880330B,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
CRC000747.1,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,2000-03-15,2001-11-15
CRC950321,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1994-10-31,1995-01-19
NCY780078,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1970-03-01,2001-10-01
CRC950318,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1994-10-31,1995-01-19
SCY800040,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1988-09-16,1995-11-23
CRC905204,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Surrendered,1991-02-01,1996-01-23
SCY800040.1,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1995-11-23,1997-04-01
WTK690361A.1,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1992-01-14,2001-10-01
NCY850165,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1974-02-01,1999-09-30
SCY800040.2,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1997-04-01,1998-09-01
CRC916080,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1992-02-04,1995-08-01
WTK698411,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1969-02-06,1992-10-12
WTK690881,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-27,1991-06-21
WTK698411.1,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1992-10-12,2001-10-01
CRC000747,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1999-11-17,2000-03-15
WTK698101,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1969-01-16,2001-10-01
WTK690401,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-11,1992-09-30
NCY880330A,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
WTK853441,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1986-02-12,1991-06-30
SCY850103,Take Surface Water,A,,14.0,14.0,1,12,0.0,0.0,Terminated - Expired,1985-07-11,1991-06-01
WTK864701A.1,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Surrendered,1992-02-03,1995-11-01
WTK690361A,Take Surface Water,In Waitaki,,14.0,14.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-11,1992-01-14
CRC915009,Take Surface Water,A,,13.0,13.0,1,12,0.0,0.0,Terminated - Replaced,1991-03-01,1992-04-07
WTK841981,Take Surface Water,In Waitaki,,13.0,13.0,1,12,0.0,0.0,Terminated - Replaced,1984-09-21,1994-06-28
CRC915009.1,Take Surface Water,A,,13.0,13.0,1,12,0.0,0.0,Terminated - Expired,1992-04-07,1995-09-01
CRC002119,Take Surface Water,A,,13.0,13.0,1,12,0.0,0.0,Terminated - Replaced,2000-09-05,2004-06-02
CRC900627,Take Surface Water,A,,13.0,13.0,1,12,0.0,0.0,Terminated - Expired,1990-11-06,1993-04-30
CRC920515,Take Surface Water,A,,13.0,13.0,1,12,0.0,0.0,Terminated - Surrendered,1992-06-05,2002-11-05
NCY870082,Take Surface Water,A,,13.0,13.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
MLB830078,Take Surface Water,A,,12.5,12.5,1,12,0.0,0.0,Terminated - Expired,1900-01-01,1993-10-11
NCY880262.1,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Surrendered,1995-11-03,1997-01-21
CRC921488.1,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Expired,1997-07-10,2001-11-09
CRC905251,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Expired,1990-10-05,1995-09-01
WTK864221,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Surrendered,1986-11-19,1991-05-22
SCY810048B,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Expired,1987-11-10,1992-12-01
SCY810048A,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Expired,1987-11-10,1992-12-01
NCY880262,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Replaced,1988-10-07,1995-11-03
CRC921488,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Replaced,1992-12-10,1997-07-10
CRC900626,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Expired,1990-11-06,1993-04-30
SCY850132,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Surrendered,1985-02-14,1999-06-04
CRC916722,Take Surface Water,A,,12.0,12.0,1,12,0.0,0.0,Terminated - Expired,1991-12-02,1992-12-01
MLB830012,Take Surface Water,A,,11.57,11.57,1,12,0.0,0.0,Terminated - Expired,1983-02-08,1993-02-08
CRC971105,Take Surface Water,A,,11.4,11.4,1,12,0.0,0.0,Terminated - Surrendered,1997-09-29,2003-06-17
CRC905096.1,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1991-12-12,1995-06-01
CRC905096,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Replaced,1990-07-06,1991-12-12
NCY840669,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1970-03-25,2001-10-01
NCY880360,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
NCY880356,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
NCY880416,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1988-12-02,1991-04-30
NCY880355,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
CRC905009,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Surrendered,1990-04-06,1999-08-31
CRC930172.1,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1995-05-31,1996-04-30
CRC921174,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1992-08-14,2002-12-01
NCY780655,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Replaced,1969-04-02,1997-10-07
SCY820335,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1987-09-09,1992-12-01
SCY790042,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1986-06-12,1991-09-01
CRC900307,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1990-10-05,1993-04-30
CRC890848,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1993-04-30
NCY780655.1,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1997-10-07,2001-10-01
CRC916713,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Replaced,1992-07-16,1993-04-27
NCY880412,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1988-09-02,1991-04-30
CRC930172,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Replaced,1993-02-26,1995-05-31
NCY880839,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1989-02-03,1991-04-30
NCY890060,Take Surface Water,A,,11.0,11.0,1,12,0.0,0.0,Terminated - Expired,1989-04-07,1997-09-29
SCY810106,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1987-11-10,1992-12-01
CRC916781,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1991-12-02,1998-07-17
CRC905106,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1992-12-01
NCY880245B,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
CRC991483,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Replaced,1999-03-30,2001-02-07
SCY882062,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Replaced,1989-04-12,1997-05-27
SCY820017,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1987-04-08,1992-06-01
SCY820019,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1987-04-08,1992-06-01
CRC991483.2,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,2002-09-25,2004-03-24
CRC991483.1,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Replaced,2001-02-07,2002-09-25
WTK846430D,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1986-11-03,2000-12-31
WTK815891,Take Surface Water,In Waitaki,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1981-12-14,1995-12-31
WTK841201,Take Surface Water,In Waitaki,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1984-04-18,1999-12-31
CRC930292,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1993-04-02,1996-03-06
