RecordNumber,take_type,sw_allo_block,WAP,WapRate,AllocatedRate,FromMonth,ToMonth,SD1,SD2,ConsentStatus,FromDate,ToDate
MLB850048,Take Surface Water,A,,75000.0,75000.0,1,12,0.0,0.0,Terminated - Surrendered,1985-09-10,1998-01-21
SCY790226A.1,Take Surface Water,A,,28130.0,28130.0,1,12,0.0,0.0,Terminated - Expired,1994-04-06,1996-12-01
SCY790226A,Take Surface Water,A,,28130.0,28130.0,1,12,0.0,0.0,Terminated - Replaced,1979-11-14,1994-04-06
MLB830063,Take Surface Water,A,,15620.0,15620.0,1,12,0.0,0.0,Terminated - Surrendered,1983-08-09,1995-11-01
NCY770246,Take Surface Water,A,,12000.0,12000.0,1,12,0.0,0.0,Terminated - Surrendered,1977-11-01,1995-12-19
SCY870005F,Take Surface Water,A,,12000.0,12000.0,1,12,0.0,0.0,Terminated - Expired,1987-04-08,1993-12-01
WTK733171A,Take Surface Water,In Waitaki,,11320.0,11320.0,1,12,0.0,0.0,Terminated - Replaced,1974-08-20,1993-12-06
WTK733171A.1,Take Surface Water,In Waitaki,,11320.0,11320.0,1,12,0.0,0.0,Terminated - Expired,1993-12-06,2001-10-01
NCY850422,Take Surface Water,A,,11000.0,11000.0,1,12,0.0,0.0,Terminated - Expired,1985-09-17,1998-06-10
WTK846591A,Take Surface Water,A,,10000.0,10000.0,1,12,0.0,0.0,Terminated - Surrendered,1985-03-15,1991-05-30
WTK733081A,Take Surface Water,In Waitaki,,9340.0,9340.0,1,12,0.0,0.0,Terminated - Surrendered,1973-09-04,1993-12-09
NCY730463,Take Surface Water,A,,8500.0,8500.0,1,12,0.0,0.0,Terminated - Surrendered,1973-10-01,1997-07-09
NCY770244,Take Surface Water,A,,8200.0,8200.0,1,12,0.0,0.0,Terminated - Surrendered,1977-11-01,1995-12-19
NCY710089,Take Surface Water,A,,7360.0,7360.0,1,12,0.0,0.0,Terminated - Surrendered,1971-08-07,1995-12-19
WTK861601A,Take Surface Water,A,,7344.0,7344.0,1,12,0.0,0.0,Terminated - Expired,1986-05-20,2003-01-08
SCY790150,Take Surface Water,A,,7000.0,7000.0,1,12,0.0,0.0,Terminated - Expired,1977-05-18,1993-03-01
NCY880386A,Take Surface Water,A,,7000.0,7000.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1997-04-30
NCY750340,Take Surface Water,A,,6000.0,6000.0,1,12,0.0,0.0,Terminated - Surrendered,1975-07-01,1997-07-09
NCY810027,Take Surface Water,A,,5900.0,5900.0,1,12,0.0,0.0,Terminated - Surrendered,1981-03-01,1995-12-19
CRC951326,Take Surface Water,A,,5000.0,5000.0,1,12,0.0,0.0,Terminated - Replaced,1998-06-10,2000-05-31
CRC900317,Take Surface Water,A,,5000.0,5000.0,1,12,0.0,0.0,Terminated - Expired,1992-01-22,1995-04-30
WTK836272.1,Take Surface Water,In Waitaki,,5000.0,5000.0,1,12,0.0,0.0,Terminated - Surrendered,1999-08-05,2000-06-12
CRC971412,Take Surface Water,In Waitaki,,5000.0,5000.0,1,12,0.0,0.0,Terminated - Surrendered,1998-09-11,2001-03-26
CRC900316,Take Surface Water,A,,5000.0,5000.0,1,12,0.0,0.0,Terminated - Expired,1992-01-22,1995-04-30
WTK836272,Take Surface Water,In Waitaki,,5000.0,5000.0,1,12,0.0,0.0,Terminated - Replaced,1984-07-05,1999-08-05
SCY710050,Take Surface Water,A,,4247.0,4247.0,1,12,0.0,0.0,Terminated - Expired,1971-05-12,2001-10-01
NCY790304,Take Surface Water,A,,4000.0,4000.0,1,12,0.0,0.0,Terminated - Surrendered,1979-09-01,1995-12-19
NCY790314,Take Surface Water,A,,3930.0,3930.0,1,12,0.0,0.0,Terminated - Surrendered,1979-09-01,1995-12-19
CRC897372C,Take Surface Water,In Waitaki,,3600.0,3600.0,1,12,0.0,0.0,Terminated - Replaced,1993-09-27,1996-10-30
SCY820111A,Take Surface Water,A,,3500.0,3500.0,1,12,0.0,0.0,Terminated - Expired,1977-05-18,1993-03-01
SCY800014D,Take Surface Water,A,,3500.0,3500.0,1,12,0.0,0.0,Terminated - Expired,1980-02-13,1993-06-01
SCY820042,Take Surface Water,A,,3000.0,3000.0,1,12,0.0,0.0,Terminated - Expired,1982-03-12,1991-12-01
WTK690213.1,Take Surface Water,In Waitaki,,2840.0,2840.0,1,12,0.0,0.0,Terminated - Surrendered,1992-09-04,1993-06-17
WTK690213,Take Surface Water,In Waitaki,,2840.0,2840.0,1,12,0.0,0.0,Terminated - Replaced,1987-09-01,1992-09-04
WTK690211.1,Take Surface Water,In Waitaki,,2840.0,2840.0,1,12,0.0,0.0,Terminated - Surrendered,1992-09-04,1993-06-17
WTK690211,Take Surface Water,In Waitaki,,2840.0,2840.0,1,12,0.0,0.0,Terminated - Replaced,1969-02-12,1992-09-04
NCY730136,Take Surface Water,A,,2830.0,2830.0,1,12,0.0,0.0,Terminated - Surrendered,1973-05-01,1995-12-19
NCY730465,Take Surface Water,A,,2800.0,2800.0,1,12,0.0,0.0,Terminated - Surrendered,1973-10-01,1997-07-09
SCY820225A,Take Surface Water,A,,2500.0,2500.0,1,12,0.0,0.0,Terminated - Surrendered,1982-11-09,1991-11-14
NCY720291,Take Surface Water,A,,2379.0,2379.0,1,12,0.0,0.0,Terminated - Surrendered,1972-07-01,1995-12-19
NCY870368A,Take Surface Water,A,,2300.0,2300.0,1,12,0.0,0.0,Terminated - Expired,1988-12-02,1999-04-30
NCY860125A,Take Surface Water,A,,2250.0,2250.0,1,12,0.0,0.0,Terminated - Replaced,1987-04-01,1996-06-10
CRC890188B,Take Surface Water,A,,2200.0,2200.0,1,12,0.0,0.0,Terminated - Replaced,1990-12-21,1993-03-25
CRC941247.1,Take Surface Water,A,,2200.0,2200.0,1,12,0.0,0.0,Terminated - Surrendered,2003-04-16,2005-01-28
CRC941247,Take Surface Water,A,,2200.0,2200.0,1,12,0.0,0.0,Terminated - Replaced,1995-01-19,2003-04-16
CRC916560A,Take Surface Water,A,,2000.0,2000.0,1,12,0.0,0.0,Terminated - Surrendered,1991-12-19,1900-01-01
SCY800014A,Take Surface Water,A,,2000.0,2000.0,1,12,0.0,0.0,Terminated - Expired,1980-02-13,1993-06-01
CRC890850B,Take Surface Water,A,,2000.0,2000.0,1,12,0.0,0.0,Terminated - Expired,1990-03-02,1999-04-30
MLB910014,Take Surface Water,A,,1650.0,1650.0,1,12,0.0,0.0,Terminated - Expired,1991-10-17,1996-10-16
NCY870380A,Take Surface Water,A,,1600.0,1600.0,1,12,0.0,0.0,Terminated - Expired,1988-02-26,1999-04-30
NCY720075,Take Surface Water,A,,1556.0,1556.0,1,12,0.0,0.0,Terminated - Surrendered,1972-07-01,1995-12-19
WTK813891A,Take Surface Water,In Waitaki,,1500.0,1500.0,1,12,0.0,0.0,Terminated - Expired,1982-02-08,1995-04-30
SCY870017C,Take Surface Water,A,,1500.0,1500.0,1,12,0.0,0.0,Terminated - Replaced,1987-03-12,1991-10-07
SCY870017C.1,Take Surface Water,A,,1500.0,1500.0,1,12,0.0,0.0,Terminated - Expired,1991-10-07,1992-12-01
CRC000661,Take Surface Water,A,,1500.0,1500.0,1,12,0.0,0.0,Terminated - Expired,1999-11-29,2002-11-24
NCY720289,Take Surface Water,A,,1416.0,1416.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-17,2001-04-23
SCY770060A,Take Surface Water,A,,1400.0,1400.0,1,12,0.0,0.0,Terminated - Expired,1977-05-18,1993-03-01
SCY850057B,Take Surface Water,A,,1200.0,1200.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1991-05-01
SCY850057C,Take Surface Water,A,,1200.0,1200.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1991-05-01
SCY820024A,Take Surface Water,A,,1200.0,1200.0,1,12,0.0,0.0,Terminated - Surrendered,1982-03-12,1992-09-01
NCY710152A,Take Surface Water,A,,1132.0,1132.0,1,12,0.0,0.0,Terminated - Expired,1971-11-05,1991-11-04
WTK722951A,Take Surface Water,In Waitaki,,1130.0,1130.0,1,12,0.0,0.0,Terminated - Surrendered,1972-03-13,1900-01-01
CRC905356,Take Surface Water,In Waitaki,,1100.0,1100.0,1,12,0.0,0.0,Terminated - Replaced,1991-02-01,1994-02-11
CRC905356.1,Take Surface Water,In Waitaki,,1100.0,1100.0,1,12,0.0,0.0,Terminated - Replaced,1994-02-11,1999-08-05
CRC920358A,Take Surface Water,In Waitaki,,1070.0,1070.0,1,12,0.0,0.0,Terminated - Replaced,1992-06-10,1992-10-09
CRC920358A.1,Take Surface Water,In Waitaki,,1070.0,1070.0,1,12,0.0,0.0,Terminated - Replaced,1992-10-09,1994-08-18
NCY870272B.1,Take Surface Water,A,,1020.0,1020.0,1,12,0.0,0.0,Terminated - Expired,1991-08-29,1992-04-30
NCY870272B,Take Surface Water,A,,1020.0,1020.0,1,12,0.0,0.0,Terminated - Replaced,1988-10-07,1991-08-29
CRC951682,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Replaced,1995-05-01,1999-09-08
CRC930133C,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Replaced,1993-04-08,1994-02-25
NCY860619,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1987-03-06,1991-04-30
SCY870005C,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1987-04-08,1993-12-01
CRC930133B,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Replaced,1993-04-08,1994-11-23
NCY840572A,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1985-02-01,1996-12-24
CRC930133C.1,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Replaced,1994-02-25,1994-11-23
CRC921530C.1,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1994-02-25,1995-09-26
CRC921530B,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Replaced,1993-04-08,1994-02-25
CRC921530C,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Replaced,1993-04-08,1994-02-25
NCY850423,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1985-09-17,1998-06-10
SCY800014C,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1980-02-13,1993-06-01
CRC921530B.1,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1994-02-25,1995-08-23
SCY870012B,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1987-03-12,1992-12-01
CRC930133B.1,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1994-11-23,1995-06-01
SCY870005A,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1987-04-08,1993-12-01
NCY850442,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Expired,1985-09-17,1998-06-10
NCY750389,Take Surface Water,A,,1000.0,1000.0,1,12,0.0,0.0,Terminated - Surrendered,1975-07-01,1997-07-09
SCY850055A,Take Surface Water,A,,990.0,990.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1991-05-01
CRC916671B,Take Surface Water,A,,990.0,990.0,1,12,0.0,0.0,Terminated - Expired,1991-12-23,1992-12-01
NCY840652,Take Surface Water,A,,980.0,980.0,1,12,0.0,0.0,Terminated - Surrendered,1978-11-01,1995-12-19
NCY780334,Take Surface Water,A,,900.0,900.0,1,12,0.0,0.0,Terminated - Surrendered,1978-02-01,1995-12-19
CRC941177,Take Surface Water,A,,900.0,900.0,1,12,0.0,0.0,Terminated - Replaced,1994-08-29,1995-11-17
NCY781039,Take Surface Water,A,,900.0,900.0,1,12,0.0,0.0,Terminated - Surrendered,1978-12-01,1995-12-19
NCY780330A,Take Surface Water,A,,840.0,840.0,1,12,0.0,0.0,Terminated - Surrendered,1978-02-01,1993-03-18
CRC920803C,Take Surface Water,A,,820.0,820.0,1,12,0.0,0.0,Terminated - Replaced,1992-12-10,2000-11-28
NCY870332,Take Surface Water,A,,820.0,820.0,1,12,0.0,0.0,Terminated - Surrendered,1987-12-04,1997-07-09
CRC895030A,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Replaced,1990-04-06,1991-09-05
CRC895030A.1,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Expired,1991-09-05,1993-12-01
SCY870017B,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Replaced,1987-03-12,1991-10-07
SCY870013A,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Expired,1987-03-12,1992-12-01
SCY870017A,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Replaced,1987-03-12,1991-10-07
WTK855651A,Take Surface Water,In Waitaki,,800.0,800.0,1,12,0.0,0.0,Terminated - Replaced,1985-11-14,1993-12-17
CRC890339B.1,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Expired,1995-02-17,2004-05-28
CRC890339B,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Replaced,1990-12-21,1995-02-17
WTK855651A.1,Take Surface Water,In Waitaki,,800.0,800.0,1,12,0.0,0.0,Terminated - Expired,1993-12-17,1996-06-30
SCY870012A,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Expired,1987-03-12,1992-12-01
SCY870017A.1,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Expired,1991-10-07,1992-12-01
SCY870017B.1,Take Surface Water,A,,800.0,800.0,1,12,0.0,0.0,Terminated - Expired,1991-10-07,1992-12-01
WTK846421B.1,Take Surface Water,In Waitaki,,750.0,750.0,1,12,0.0,0.0,Terminated - Replaced,1993-07-01,1998-02-16
WTK846421B,Take Surface Water,In Waitaki,,750.0,750.0,1,12,0.0,0.0,Terminated - Replaced,1984-10-12,1993-07-01
WTK846421B.2,Take Surface Water,In Waitaki,,750.0,750.0,1,12,0.0,0.0,Terminated - Surrendered,1998-02-16,1998-11-04
NCY890427A,Take Surface Water,A,,750.0,750.0,1,12,0.0,0.0,Terminated - Replaced,1989-10-06,1993-08-27
NCY890427A.1,Take Surface Water,A,,750.0,750.0,1,12,0.0,0.0,Terminated - Surrendered,1993-08-27,1999-04-12
CRC916099,Take Surface Water,A,,741.0,741.0,1,12,0.0,0.0,Terminated - Surrendered,1992-05-07,1995-12-19
WTK800012,Take Surface Water,In Waitaki,,710.0,710.0,1,12,0.0,0.0,Terminated - Surrendered,1981-02-25,1986-11-28
NCY720285,Take Surface Water,A,,708.0,708.0,1,12,0.0,0.0,Terminated - Expired,1969-03-27,2001-10-01
SCY820026,Take Surface Water,A,,700.0,700.0,1,12,0.0,0.0,Terminated - Replaced,1982-03-12,1992-03-26
NCY830354,Take Surface Water,A,,700.0,700.0,1,12,0.0,0.0,Terminated - Expired,1983-10-01,1993-04-30
SCY820026.1,Take Surface Water,A,,700.0,700.0,1,12,0.0,0.0,Terminated - Expired,1992-03-26,1993-06-01
NCY860570,Take Surface Water,A,,700.0,700.0,1,12,0.0,0.0,Terminated - Expired,1987-02-05,1992-04-30
NCY710152B,Take Surface Water,A,,679.0,679.0,1,12,0.0,0.0,Terminated - Expired,1971-11-05,1991-11-04
NCY850444,Take Surface Water,A,,650.0,650.0,1,12,0.0,0.0,Terminated - Expired,1985-09-17,1998-06-10
MLB900096,Take Surface Water,A,,627.0,627.0,1,12,0.0,0.0,Terminated - Expired,1991-06-18,2001-05-21
CRC951266,Take Surface Water,A,,600.0,600.0,1,12,0.0,0.0,Terminated - Replaced,1995-06-02,2001-11-14
NCY860560,Take Surface Water,A,,600.0,600.0,1,12,0.0,0.0,Terminated - Expired,1987-03-06,1992-04-30
WTK852971C,Take Surface Water,In Waitaki,,570.0,570.0,1,12,0.0,0.0,Terminated - Surrendered,1986-02-10,1992-07-04
WTK691016B,Take Surface Water,In Waitaki,,570.0,570.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
CRC916063B,Take Surface Water,In Waitaki,,570.0,570.0,1,12,0.0,0.0,Terminated - Replaced,1992-06-10,1992-10-09
CRC920356A,Take Surface Water,In Waitaki,,570.0,570.0,1,12,0.0,0.0,Terminated - Replaced,1992-05-07,1994-08-18
WTK852971B,Take Surface Water,In Waitaki,,570.0,570.0,1,12,0.0,0.0,Terminated - Surrendered,1986-02-10,1992-07-04
WTK691016A,Take Surface Water,In Waitaki,,570.0,570.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
WTK826131B,Take Surface Water,In Waitaki,,568.0,568.0,1,12,0.0,0.0,Terminated - Expired,1983-02-14,1995-12-31
WTK826131A,Take Surface Water,In Waitaki,,568.0,568.0,1,12,0.0,0.0,Terminated - Expired,1983-02-14,1995-12-31
NCY880235A,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1988-08-02,1991-04-30
CRC920358C.1,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1992-10-09,1994-08-18
WTK813891B,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1982-02-08,1995-04-30
CRC920358C,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1992-06-10,1992-10-09
SCY870019A,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1987-03-12,1991-10-07
CRC920358D,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1992-06-10,1992-10-20
WTK855651B.1,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1993-12-17,1996-06-30
SCY800014B,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1980-02-13,1993-06-01
WTK825961A,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1982-03-08,1994-07-26
CRC920358D.1,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1994-08-18,1994-10-01
CRC930134B.1,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1994-11-23,1995-08-23
CRC930134B,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1993-04-08,1994-11-23
SCY850037,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1989-07-12,1994-06-01
CRC930134C.1,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1994-02-23,1994-11-23
NCY870145A,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Surrendered,1987-10-02,1996-01-23
CRC930134C.2,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1994-11-23,1995-06-01
NCY890326B,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1989-07-07,1999-04-30
CRC950158A,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Cancelled,1995-02-20,2002-09-02
SCY870019A.1,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Expired,1991-10-07,1992-12-01
CRC930134C,Take Surface Water,A,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1993-04-08,1994-02-23
WTK855651B,Take Surface Water,In Waitaki,,500.0,500.0,1,12,0.0,0.0,Terminated - Replaced,1985-11-14,1993-12-17
NCY840061,Take Surface Water,A,,453.0,453.0,1,12,0.0,0.0,Terminated - Expired,1971-11-05,1991-11-04
CRC920735,Take Surface Water,A,,450.0,450.0,1,12,0.0,0.0,Terminated - Expired,1993-09-30,2004-05-28
NCY790310,Take Surface Water,A,,430.0,430.0,1,12,0.0,0.0,Terminated - Surrendered,1979-09-01,1995-12-19
CRC916053A,Take Surface Water,A,,425.0,425.0,1,12,0.0,0.0,Terminated - Expired,1992-02-13,1995-04-30
CRC920400A,Take Surface Water,A,,425.0,425.0,1,12,0.0,0.0,Terminated - Expired,1992-05-22,1996-12-01
WTK691171A,Take Surface Water,In Waitaki,,425.0,425.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-31,1991-08-22
WTK801181A,Take Surface Water,In Waitaki,,425.0,425.0,1,12,0.0,0.0,Terminated - Expired,1981-01-12,1995-12-31
NCY880137B,Take Surface Water,A,,425.0,425.0,1,12,0.0,0.0,Terminated - Replaced,1988-09-02,1993-08-27
WTK690591A.1,Take Surface Water,In Waitaki,,425.0,425.0,1,12,0.0,0.0,Terminated - Surrendered,1991-07-12,1900-01-01
NCY840498A,Take Surface Water,A,,425.0,425.0,1,12,0.0,0.0,Terminated - Expired,1984-10-01,1991-04-30
SCY830020A,Take Surface Water,A,,425.0,425.0,1,12,0.0,0.0,Terminated - Expired,1983-02-10,1992-03-01
WTK690591A,Take Surface Water,In Waitaki,,425.0,425.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-21,1991-07-12
NCY790312,Take Surface Water,A,,420.0,420.0,1,12,0.0,0.0,Terminated - Surrendered,1979-09-01,1995-12-19
CRC011900,Take Surface Water,A,,400.0,400.0,1,12,0.0,0.0,Terminated - Expired,2001-05-07,2001-05-31
NCY890726B,Take Surface Water,A,,400.0,400.0,1,12,0.0,0.0,Terminated - Expired,1989-10-06,2000-02-29
CRC900045,Take Surface Water,A,,394.0,394.0,1,12,0.0,0.0,Terminated - Replaced,1991-08-28,1994-04-05
CRC900045.1,Take Surface Water,A,,394.0,394.0,1,12,0.0,0.0,Terminated - Expired,1994-04-05,1995-04-30
NCY780595,Take Surface Water,A,,380.0,380.0,1,12,0.0,0.0,Terminated - Surrendered,1978-11-01,1995-12-19
WTK690591B.1,Take Surface Water,In Waitaki,,370.0,370.0,1,12,0.0,0.0,Terminated - Surrendered,1991-07-12,1900-01-01
WTK690591B,Take Surface Water,In Waitaki,,370.0,370.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-21,1991-07-12
CRC990306.1,Take Surface Water,B,,362.0,362.0,1,12,0.0,0.0,Terminated - Replaced,2000-02-21,2001-04-11
CRC905431E,Take Surface Water,A,,360.0,360.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1992-12-01
CRC905431C,Take Surface Water,A,,360.0,360.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1992-12-01
WTK843531A,Take Surface Water,A,,350.0,350.0,1,12,0.0,0.0,Terminated - Expired,1984-10-16,1994-12-31
WTK843531B,Take Surface Water,A,,350.0,350.0,1,12,0.0,0.0,Terminated - Expired,1984-10-16,1994-12-31
WTK873673,Take Surface Water,A,,350.0,350.0,1,12,0.0,0.0,Terminated - Expired,1998-01-01,1998-06-30
SCY830258A,Take Surface Water,A,,350.0,350.0,1,12,0.0,0.0,Terminated - Expired,1983-12-15,2001-06-01
WTK873672,Take Surface Water,A,,350.0,350.0,1,12,0.0,0.0,Terminated - Expired,1900-01-01,1998-06-30
CRC921556B,Take Surface Water,A,,341.0,341.0,1,12,0.0,0.0,Terminated - Expired,1993-05-06,1995-06-01
CRC951937,Take Surface Water,A,,341.0,341.0,1,12,0.0,0.0,Terminated - Replaced,1995-05-26,1995-10-04
CRC905245,Take Surface Water,A,,341.0,341.0,1,12,0.0,0.0,Terminated - Expired,1990-11-02,1992-12-01
NCY890189.1,Take Surface Water,A,,340.0,340.0,1,12,0.0,0.0,Terminated - Expired,1991-08-29,2000-02-29
WTK690581A,Take Surface Water,In Waitaki,,340.0,340.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-21,1991-07-12
WTK846501,Take Surface Water,A,,340.0,340.0,1,12,0.0,0.0,Terminated - Expired,1984-10-12,2000-12-31
WTK844411A,Take Surface Water,A,,340.0,340.0,1,12,0.0,0.0,Terminated - Replaced,1984-10-12,1991-10-10
NCY780203.1,Take Surface Water,A,,340.0,340.0,1,12,0.0,0.0,Terminated - Surrendered,1996-02-16,2000-11-15
NCY780203,Take Surface Water,A,,340.0,340.0,1,12,0.0,0.0,Terminated - Replaced,1970-03-26,1996-02-16
NCY890189,Take Surface Water,A,,340.0,340.0,1,12,0.0,0.0,Terminated - Replaced,1989-10-06,1991-08-29
NCY780380A,Take Surface Water,A,,300.0,300.0,1,12,0.0,0.0,Terminated - Expired,1978-04-01,2004-03-31
NCY750391,Take Surface Water,A,,300.0,300.0,1,12,0.0,0.0,Terminated - Surrendered,1975-07-01,1997-07-09
CRC991295,Take Surface Water,A,,290.0,290.0,1,12,0.0,0.0,Terminated - Replaced,2000-10-12,2001-06-11
CRC895055B,Take Surface Water,A,,290.0,290.0,1,12,0.0,0.0,Terminated - Expired,1991-02-01,2000-10-12
SCY710055,Take Surface Water,A,,283.0,283.0,1,12,0.0,0.0,Terminated - Expired,1971-05-12,2002-12-11
NCY810398A,Take Surface Water,A,,280.0,280.0,1,12,0.0,0.0,Terminated - Surrendered,1981-12-01,1998-10-22
CRC920728A,Take Surface Water,A,,276.0,276.0,1,12,0.0,0.0,Terminated - Expired,1992-07-16,1996-04-30
CRC890403A,Take Surface Water,A,,276.0,276.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1992-04-30
CRC951130,Take Surface Water,A,,258.0,258.0,1,12,0.0,0.0,Terminated - Replaced,1995-06-02,2005-10-06
CRC900690,Take Surface Water,A,,258.0,258.0,1,12,0.0,0.0,Terminated - Expired,1991-09-12,1995-04-30
CRC900667A,Take Surface Water,A,,250.0,250.0,1,12,0.0,0.0,Terminated - Expired,1991-10-23,1996-04-30
CRC970069,Take Surface Water,A,,250.0,250.0,1,12,0.0,0.0,Terminated - Replaced,1998-06-04,2000-01-31
CRC961452,Take Surface Water,A,,250.0,250.0,1,12,0.0,0.0,Terminated - Replaced,1996-08-16,1998-11-20
CRC970069.1,Take Surface Water,A,,250.0,250.0,1,12,0.0,0.0,Terminated - Expired,2000-01-31,2000-06-04
WTK886041B,Take Surface Water,In Waitaki,,250.0,250.0,1,12,0.0,0.0,Terminated - Expired,1989-09-21,1993-06-30
CRC990306,Take Surface Water,A,,250.0,250.0,1,12,0.0,0.0,Terminated - Replaced,1998-10-02,2000-02-21
WTK886041A,Take Surface Water,In Waitaki,,250.0,250.0,1,12,0.0,0.0,Terminated - Expired,1989-07-21,1993-06-30
CRC921455B,Take Surface Water,A,,240.0,240.0,1,12,0.0,0.0,Terminated - Expired,1993-02-04,1995-06-01
SCY830043B,Take Surface Water,A,,240.0,240.0,1,12,0.0,0.0,Terminated - Expired,1987-11-10,1992-12-01
CRC905107,Take Surface Water,A,,240.0,240.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1995-06-01
CRC921572G,Take Surface Water,A,,240.0,240.0,1,12,0.0,0.0,Terminated - Expired,1993-06-17,1995-06-01
SCY830043A,Take Surface Water,A,,240.0,240.0,1,12,0.0,0.0,Terminated - Expired,1987-11-10,1992-12-01
CRC921572B,Take Surface Water,A,,240.0,240.0,1,12,0.0,0.0,Terminated - Expired,1993-06-17,1995-06-01
CRC905420B,Take Surface Water,A,,240.0,240.0,1,12,0.0,0.0,Terminated - Expired,1991-06-12,1992-12-01
WTK803701,Take Surface Water,In Waitaki,,232.0,232.0,1,12,0.0,0.0,Terminated - Expired,1981-04-24,1995-12-31
CRC895053B.1,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Replaced,1994-04-22,1996-11-28
CRC905150B,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1995-06-01
SCY850069B,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1991-05-01
